        0.000000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.000000E+00        0.500000E-01        0.483333E-02       -0.841358E-05
        0.000000E+00        0.100000E+00        0.945833E-02       -0.107592E-04
        0.000000E+00        0.150000E+00        0.138333E-01       -0.113972E-04
        0.000000E+00        0.200000E+00        0.179583E-01       -0.114621E-04
        0.000000E+00        0.250000E+00        0.218333E-01       -0.112958E-04
        0.000000E+00        0.300000E+00        0.254583E-01       -0.110199E-04
        0.000000E+00        0.350000E+00        0.288333E-01       -0.106836E-04
        0.000000E+00        0.400000E+00        0.319583E-01       -0.103095E-04
        0.000000E+00        0.450000E+00        0.348333E-01       -0.990753E-05
        0.000000E+00        0.500000E+00        0.374583E-01       -0.948209E-05
        0.000000E+00        0.550000E+00        0.398333E-01       -0.903431E-05
        0.000000E+00        0.600000E+00        0.419583E-01       -0.856367E-05
        0.000000E+00        0.650000E+00        0.438333E-01       -0.806876E-05
        0.000000E+00        0.700000E+00        0.454583E-01       -0.754779E-05
        0.000000E+00        0.750000E+00        0.468333E-01       -0.699883E-05
        0.000000E+00        0.800000E+00        0.479583E-01       -0.642006E-05
        0.000000E+00        0.850000E+00        0.488333E-01       -0.580985E-05
        0.000000E+00        0.900000E+00        0.494583E-01       -0.516684E-05
        0.000000E+00        0.950000E+00        0.498333E-01       -0.449003E-05
        0.000000E+00        0.100000E+01        0.499583E-01       -0.377875E-05
        0.000000E+00        0.105000E+01        0.498333E-01       -0.303274E-05
        0.000000E+00        0.110000E+01        0.494583E-01       -0.225217E-05
        0.000000E+00        0.115000E+01        0.488333E-01       -0.143763E-05
        0.000000E+00        0.120000E+01        0.479583E-01       -0.590185E-06
        0.000000E+00        0.125000E+01        0.468333E-01        0.288565E-06
        0.000000E+00        0.130000E+01        0.454583E-01        0.119643E-05
        0.000000E+00        0.135000E+01        0.438333E-01        0.213049E-05
        0.000000E+00        0.140000E+01        0.419583E-01        0.308698E-05
        0.000000E+00        0.145000E+01        0.398333E-01        0.406099E-05
        0.000000E+00        0.150000E+01        0.374583E-01        0.504610E-05
        0.000000E+00        0.155000E+01        0.348333E-01        0.603383E-05
        0.000000E+00        0.160000E+01        0.319583E-01        0.701267E-05
        0.000000E+00        0.165000E+01        0.288333E-01        0.796648E-05
        0.000000E+00        0.170000E+01        0.254583E-01        0.887154E-05
        0.000000E+00        0.175000E+01        0.218333E-01        0.969015E-05
        0.000000E+00        0.180000E+01        0.179583E-01        0.103551E-04
        0.000000E+00        0.185000E+01        0.138333E-01        0.107249E-04
        0.000000E+00        0.190000E+01        0.945833E-02        0.104346E-04
        0.000000E+00        0.195000E+01        0.483333E-02        0.832327E-05
        0.000000E+00        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.500000E-01        0.000000E+00        0.000000E+00        0.000000E+00
        0.500000E-01        0.500000E-01        0.484409E-02       -0.131738E-04
        0.500000E-01        0.100000E+00        0.946132E-02       -0.187906E-04
        0.500000E-01        0.150000E+00        0.138340E-01       -0.210637E-04
        0.500000E-01        0.200000E+00        0.179582E-01       -0.218339E-04
        0.500000E-01        0.250000E+00        0.218329E-01       -0.218865E-04
        0.500000E-01        0.300000E+00        0.254577E-01       -0.215691E-04
        0.500000E-01        0.350000E+00        0.288326E-01       -0.210444E-04
        0.500000E-01        0.400000E+00        0.319576E-01       -0.203924E-04
        0.500000E-01        0.450000E+00        0.348325E-01       -0.196533E-04
        0.500000E-01        0.500000E+00        0.374575E-01       -0.188475E-04
        0.500000E-01        0.550000E+00        0.398324E-01       -0.179841E-04
        0.500000E-01        0.600000E+00        0.419574E-01       -0.170664E-04
        0.500000E-01        0.650000E+00        0.438323E-01       -0.160944E-04
        0.500000E-01        0.700000E+00        0.454573E-01       -0.150664E-04
        0.500000E-01        0.750000E+00        0.468322E-01       -0.139795E-04
        0.500000E-01        0.800000E+00        0.479571E-01       -0.128310E-04
        0.500000E-01        0.850000E+00        0.488321E-01       -0.116181E-04
        0.500000E-01        0.900000E+00        0.494570E-01       -0.103387E-04
        0.500000E-01        0.950000E+00        0.498319E-01       -0.899079E-05
        0.500000E-01        0.100000E+01        0.499569E-01       -0.757350E-05
        0.500000E-01        0.105000E+01        0.498318E-01       -0.608647E-05
        0.500000E-01        0.110000E+01        0.494567E-01       -0.453024E-05
        0.500000E-01        0.115000E+01        0.488317E-01       -0.290627E-05
        0.500000E-01        0.120000E+01        0.479566E-01       -0.121701E-05
        0.500000E-01        0.125000E+01        0.468315E-01        0.533929E-06
        0.500000E-01        0.130000E+01        0.454565E-01        0.234155E-05
        0.500000E-01        0.135000E+01        0.438314E-01        0.419921E-05
        0.500000E-01        0.140000E+01        0.419564E-01        0.609808E-05
        0.500000E-01        0.145000E+01        0.398314E-01        0.802647E-05
        0.500000E-01        0.150000E+01        0.374564E-01        0.996870E-05
        0.500000E-01        0.155000E+01        0.348314E-01        0.119033E-04
        0.500000E-01        0.160000E+01        0.319564E-01        0.138001E-04
        0.500000E-01        0.165000E+01        0.288315E-01        0.156149E-04
        0.500000E-01        0.170000E+01        0.254566E-01        0.172801E-04
        0.500000E-01        0.175000E+01        0.218319E-01        0.186844E-04
        0.500000E-01        0.180000E+01        0.179573E-01        0.196297E-04
        0.500000E-01        0.185000E+01        0.138333E-01        0.197279E-04
        0.500000E-01        0.190000E+01        0.946074E-02        0.181476E-04
        0.500000E-01        0.195000E+01        0.484377E-02        0.129960E-04
        0.500000E-01        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.100000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.100000E+00        0.500000E-01        0.485212E-02       -0.724456E-05
        0.100000E+00        0.100000E+00        0.946622E-02       -0.134291E-04
        0.100000E+00        0.150000E+00        0.138364E-01       -0.171481E-04
        0.100000E+00        0.200000E+00        0.179592E-01       -0.191111E-04
        0.100000E+00        0.250000E+00        0.218331E-01       -0.200014E-04
        0.100000E+00        0.300000E+00        0.254575E-01       -0.202512E-04
        0.100000E+00        0.350000E+00        0.288322E-01       -0.201106E-04
        0.100000E+00        0.400000E+00        0.319569E-01       -0.197222E-04
        0.100000E+00        0.450000E+00        0.348318E-01       -0.191674E-04
        0.100000E+00        0.500000E+00        0.374567E-01       -0.184930E-04
        0.100000E+00        0.550000E+00        0.398316E-01       -0.177254E-04
        0.100000E+00        0.600000E+00        0.419564E-01       -0.168791E-04
        0.100000E+00        0.650000E+00        0.438313E-01       -0.159616E-04
        0.100000E+00        0.700000E+00        0.454562E-01       -0.149759E-04
        0.100000E+00        0.750000E+00        0.468311E-01       -0.139230E-04
        0.100000E+00        0.800000E+00        0.479560E-01       -0.128023E-04
        0.100000E+00        0.850000E+00        0.488308E-01       -0.116127E-04
        0.100000E+00        0.900000E+00        0.494557E-01       -0.103533E-04
        0.100000E+00        0.950000E+00        0.498306E-01       -0.902311E-05
        0.100000E+00        0.100000E+01        0.499554E-01       -0.762199E-05
        0.100000E+00        0.105000E+01        0.498303E-01       -0.615029E-05
        0.100000E+00        0.110000E+01        0.494552E-01       -0.460928E-05
        0.100000E+00        0.115000E+01        0.488300E-01       -0.300120E-05
        0.100000E+00        0.120000E+01        0.479549E-01       -0.132951E-05
        0.100000E+00        0.125000E+01        0.468298E-01        0.400861E-06
        0.100000E+00        0.130000E+01        0.454547E-01        0.218313E-05
        0.100000E+00        0.135000E+01        0.438296E-01        0.400811E-05
        0.100000E+00        0.140000E+01        0.419545E-01        0.586334E-05
        0.100000E+00        0.145000E+01        0.398295E-01        0.773183E-05
        0.100000E+00        0.150000E+01        0.374545E-01        0.959007E-05
        0.100000E+00        0.155000E+01        0.348295E-01        0.114049E-04
        0.100000E+00        0.160000E+01        0.319546E-01        0.131284E-04
        0.100000E+00        0.165000E+01        0.288299E-01        0.146893E-04
        0.100000E+00        0.170000E+01        0.254553E-01        0.159780E-04
        0.100000E+00        0.175000E+01        0.218310E-01        0.168200E-04
        0.100000E+00        0.180000E+01        0.179573E-01        0.169290E-04
        0.100000E+00        0.185000E+01        0.138348E-01        0.158320E-04
        0.100000E+00        0.190000E+01        0.946507E-02        0.127999E-04
        0.100000E+00        0.195000E+01        0.485148E-02        0.707255E-05
        0.100000E+00        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.150000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.150000E+00        0.500000E-01        0.485752E-02       -0.382615E-05
        0.150000E+00        0.100000E+00        0.947122E-02       -0.895778E-05
        0.150000E+00        0.150000E+00        0.138397E-01       -0.130608E-04
        0.150000E+00        0.200000E+00        0.179611E-01       -0.158163E-04
        0.150000E+00        0.250000E+00        0.218340E-01       -0.174777E-04
        0.150000E+00        0.300000E+00        0.254578E-01       -0.183571E-04
        0.150000E+00        0.350000E+00        0.288321E-01       -0.186988E-04
        0.150000E+00        0.400000E+00        0.319566E-01       -0.186712E-04
        0.150000E+00        0.450000E+00        0.348313E-01       -0.183851E-04
        0.150000E+00        0.500000E+00        0.374560E-01       -0.179113E-04
        0.150000E+00        0.550000E+00        0.398308E-01       -0.172951E-04
        0.150000E+00        0.600000E+00        0.419556E-01       -0.165646E-04
        0.150000E+00        0.650000E+00        0.438304E-01       -0.157369E-04
        0.150000E+00        0.700000E+00        0.454552E-01       -0.148223E-04
        0.150000E+00        0.750000E+00        0.468300E-01       -0.138266E-04
        0.150000E+00        0.800000E+00        0.479548E-01       -0.127529E-04
        0.150000E+00        0.850000E+00        0.488296E-01       -0.116029E-04
        0.150000E+00        0.900000E+00        0.494544E-01       -0.103776E-04
        0.150000E+00        0.950000E+00        0.498292E-01       -0.907760E-05
        0.150000E+00        0.100000E+01        0.499540E-01       -0.770408E-05
        0.150000E+00        0.105000E+01        0.498288E-01       -0.625864E-05
        0.150000E+00        0.110000E+01        0.494536E-01       -0.474376E-05
        0.150000E+00        0.115000E+01        0.488284E-01       -0.316310E-05
        0.150000E+00        0.120000E+01        0.479532E-01       -0.152178E-05
        0.150000E+00        0.125000E+01        0.468280E-01        0.173072E-06
        0.150000E+00        0.130000E+01        0.454529E-01        0.191180E-05
        0.150000E+00        0.135000E+01        0.438278E-01        0.368126E-05
        0.150000E+00        0.140000E+01        0.419527E-01        0.546360E-05
        0.150000E+00        0.145000E+01        0.398276E-01        0.723429E-05
        0.150000E+00        0.150000E+01        0.374527E-01        0.895943E-05
        0.150000E+00        0.155000E+01        0.348278E-01        0.105915E-04
        0.150000E+00        0.160000E+01        0.319531E-01        0.120632E-04
        0.150000E+00        0.165000E+01        0.288286E-01        0.132779E-04
        0.150000E+00        0.170000E+01        0.254545E-01        0.140959E-04
        0.150000E+00        0.175000E+01        0.218309E-01        0.143158E-04
        0.150000E+00        0.180000E+01        0.179583E-01        0.136566E-04
        0.150000E+00        0.185000E+01        0.138374E-01        0.117650E-04
        0.150000E+00        0.190000E+01        0.946949E-02        0.834254E-05
        0.150000E+00        0.195000E+01        0.485657E-02        0.365974E-05
        0.150000E+00        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.200000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.200000E+00        0.500000E-01        0.486108E-02       -0.212584E-05
        0.200000E+00        0.100000E+00        0.947546E-02       -0.596006E-05
        0.200000E+00        0.150000E+00        0.138432E-01       -0.972109E-05
        0.200000E+00        0.200000E+00        0.179636E-01       -0.127173E-04
        0.200000E+00        0.250000E+00        0.218356E-01       -0.148465E-04
        0.200000E+00        0.300000E+00        0.254587E-01       -0.162253E-04
        0.200000E+00        0.350000E+00        0.288325E-01       -0.170160E-04
        0.200000E+00        0.400000E+00        0.319566E-01       -0.173632E-04
        0.200000E+00        0.450000E+00        0.348310E-01       -0.173790E-04
        0.200000E+00        0.500000E+00        0.374556E-01       -0.171449E-04
        0.200000E+00        0.550000E+00        0.398302E-01       -0.167179E-04
        0.200000E+00        0.600000E+00        0.419549E-01       -0.161372E-04
        0.200000E+00        0.650000E+00        0.438296E-01       -0.154289E-04
        0.200000E+00        0.700000E+00        0.454543E-01       -0.146106E-04
        0.200000E+00        0.750000E+00        0.468290E-01       -0.136936E-04
        0.200000E+00        0.800000E+00        0.479537E-01       -0.126853E-04
        0.200000E+00        0.850000E+00        0.488285E-01       -0.115906E-04
        0.200000E+00        0.900000E+00        0.494532E-01       -0.104132E-04
        0.200000E+00        0.950000E+00        0.498279E-01       -0.915577E-05
        0.200000E+00        0.100000E+01        0.499526E-01       -0.782129E-05
        0.200000E+00        0.105000E+01        0.498273E-01       -0.641305E-05
        0.200000E+00        0.110000E+01        0.494521E-01       -0.493525E-05
        0.200000E+00        0.115000E+01        0.488268E-01       -0.339346E-05
        0.200000E+00        0.120000E+01        0.479516E-01       -0.179509E-05
        0.200000E+00        0.125000E+01        0.468263E-01       -0.150059E-06
        0.200000E+00        0.130000E+01        0.454512E-01        0.152833E-05
        0.200000E+00        0.135000E+01        0.438260E-01        0.322224E-05
        0.200000E+00        0.140000E+01        0.419510E-01        0.490770E-05
        0.200000E+00        0.145000E+01        0.398260E-01        0.655234E-05
        0.200000E+00        0.150000E+01        0.374511E-01        0.811237E-05
        0.200000E+00        0.155000E+01        0.348264E-01        0.952840E-05
        0.200000E+00        0.160000E+01        0.319519E-01        0.107200E-04
        0.200000E+00        0.165000E+01        0.288278E-01        0.115791E-04
        0.200000E+00        0.170000E+01        0.254542E-01        0.119636E-04
        0.200000E+00        0.175000E+01        0.218314E-01        0.116948E-04
        0.200000E+00        0.180000E+01        0.179598E-01        0.105731E-04
        0.200000E+00        0.185000E+01        0.138401E-01        0.844060E-05
        0.200000E+00        0.190000E+01        0.947317E-02        0.535566E-05
        0.200000E+00        0.195000E+01        0.485982E-02        0.196374E-05
        0.200000E+00        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.250000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.250000E+00        0.500000E-01        0.486348E-02       -0.128445E-05
        0.250000E+00        0.100000E+00        0.947882E-02       -0.408260E-05
        0.250000E+00        0.150000E+00        0.138465E-01       -0.725901E-05
        0.250000E+00        0.200000E+00        0.179662E-01       -0.101348E-04
        0.250000E+00        0.250000E+00        0.218375E-01       -0.124364E-04
        0.250000E+00        0.300000E+00        0.254600E-01       -0.141235E-04
        0.250000E+00        0.350000E+00        0.288332E-01       -0.152586E-04
        0.250000E+00        0.400000E+00        0.319570E-01       -0.159344E-04
        0.250000E+00        0.450000E+00        0.348311E-01       -0.162410E-04
        0.250000E+00        0.500000E+00        0.374554E-01       -0.162542E-04
        0.250000E+00        0.550000E+00        0.398298E-01       -0.160334E-04
        0.250000E+00        0.600000E+00        0.419543E-01       -0.156228E-04
        0.250000E+00        0.650000E+00        0.438289E-01       -0.150547E-04
        0.250000E+00        0.700000E+00        0.454535E-01       -0.143523E-04
        0.250000E+00        0.750000E+00        0.468281E-01       -0.135318E-04
        0.250000E+00        0.800000E+00        0.479527E-01       -0.126049E-04
        0.250000E+00        0.850000E+00        0.488274E-01       -0.115800E-04
        0.250000E+00        0.900000E+00        0.494520E-01       -0.104632E-04
        0.250000E+00        0.950000E+00        0.498266E-01       -0.926007E-05
        0.250000E+00        0.100000E+01        0.499513E-01       -0.797550E-05
        0.250000E+00        0.105000E+01        0.498259E-01       -0.661488E-05
        0.250000E+00        0.110000E+01        0.494506E-01       -0.518449E-05
        0.250000E+00        0.115000E+01        0.488253E-01       -0.369219E-05
        0.250000E+00        0.120000E+01        0.479500E-01       -0.214803E-05
        0.250000E+00        0.125000E+01        0.468247E-01       -0.565104E-06
        0.250000E+00        0.130000E+01        0.454495E-01        0.103943E-05
        0.250000E+00        0.135000E+01        0.438244E-01        0.264304E-05
        0.250000E+00        0.140000E+01        0.419494E-01        0.421608E-05
        0.250000E+00        0.145000E+01        0.398244E-01        0.571970E-05
        0.250000E+00        0.150000E+01        0.374497E-01        0.710311E-05
        0.250000E+00        0.155000E+01        0.348252E-01        0.830057E-05
        0.250000E+00        0.160000E+01        0.319511E-01        0.922834E-05
        0.250000E+00        0.165000E+01        0.288274E-01        0.978281E-05
        0.250000E+00        0.170000E+01        0.254544E-01        0.984249E-05
        0.250000E+00        0.175000E+01        0.218323E-01        0.927992E-05
        0.250000E+00        0.180000E+01        0.179615E-01        0.799468E-05
        0.250000E+00        0.185000E+01        0.138426E-01        0.598605E-05
        0.250000E+00        0.190000E+01        0.947597E-02        0.348453E-05
        0.250000E+00        0.195000E+01        0.486192E-02        0.112504E-05
        0.250000E+00        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.300000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.300000E+00        0.500000E-01        0.486516E-02       -0.846304E-06
        0.300000E+00        0.100000E+00        0.948143E-02       -0.291437E-05
        0.300000E+00        0.150000E+00        0.138493E-01       -0.551627E-05
        0.300000E+00        0.200000E+00        0.179688E-01       -0.811034E-05
        0.300000E+00        0.250000E+00        0.218396E-01       -0.103849E-04
        0.300000E+00        0.300000E+00        0.254615E-01       -0.122110E-04
        0.300000E+00        0.350000E+00        0.288343E-01       -0.135708E-04
        0.300000E+00        0.400000E+00        0.319576E-01       -0.145011E-04
        0.300000E+00        0.450000E+00        0.348313E-01       -0.150591E-04
        0.300000E+00        0.500000E+00        0.374554E-01       -0.153037E-04
        0.300000E+00        0.550000E+00        0.398296E-01       -0.152875E-04
        0.300000E+00        0.600000E+00        0.419539E-01       -0.150539E-04
        0.300000E+00        0.650000E+00        0.438283E-01       -0.146372E-04
        0.300000E+00        0.700000E+00        0.454528E-01       -0.140636E-04
        0.300000E+00        0.750000E+00        0.468273E-01       -0.133530E-04
        0.300000E+00        0.800000E+00        0.479518E-01       -0.125204E-04
        0.300000E+00        0.850000E+00        0.488263E-01       -0.115771E-04
        0.300000E+00        0.900000E+00        0.494509E-01       -0.105323E-04
        0.300000E+00        0.950000E+00        0.498254E-01       -0.939386E-05
        0.300000E+00        0.100000E+01        0.499500E-01       -0.816899E-05
        0.300000E+00        0.105000E+01        0.498245E-01       -0.686534E-05
        0.300000E+00        0.110000E+01        0.494491E-01       -0.549150E-05
        0.300000E+00        0.115000E+01        0.488238E-01       -0.405777E-05
        0.300000E+00        0.120000E+01        0.479484E-01       -0.257698E-05
        0.300000E+00        0.125000E+01        0.468232E-01       -0.106539E-05
        0.300000E+00        0.130000E+01        0.454480E-01        0.456218E-06
        0.300000E+00        0.135000E+01        0.438228E-01        0.196125E-05
        0.300000E+00        0.140000E+01        0.419479E-01        0.341576E-05
        0.300000E+00        0.145000E+01        0.398231E-01        0.477671E-05
        0.300000E+00        0.150000E+01        0.374485E-01        0.599030E-05
        0.300000E+00        0.155000E+01        0.348243E-01        0.699054E-05
        0.300000E+00        0.160000E+01        0.319505E-01        0.769911E-05
        0.300000E+00        0.165000E+01        0.288272E-01        0.802796E-05
        0.300000E+00        0.170000E+01        0.254547E-01        0.788755E-05
        0.300000E+00        0.175000E+01        0.218333E-01        0.720532E-05
        0.300000E+00        0.180000E+01        0.179631E-01        0.596066E-05
        0.300000E+00        0.185000E+01        0.138446E-01        0.424162E-05
        0.300000E+00        0.190000E+01        0.947803E-02        0.231761E-05
        0.300000E+00        0.195000E+01        0.486331E-02        0.687953E-06
        0.300000E+00        0.200000E+01        0.000000E+00        0.000000E+00
 
        0.350000E+00        0.000000E+00        0.000000E+00        0.000000E+00
        0.350000E+00        0.500000E-01        0.486640E-02       -0.600896E-06
        0.350000E+00        0.100000E+00        0.948349E-02       -0.217178E-05
        0.350000E+00        0.150000E+00        0.138517E-01       -0.429439E-05
        0.350000E+00        0.200000E+00        0.179711E-01       -0.656941E-05
        0.350000E+00        0.250000E+00        0.218416E-01       -0.871133E-05
        0.350000E+00        0.300000E+00        0.254632E-01       -0.105573E-04
        0.350000E+00        0.350000E+00        0.288355E-01       -0.120386E-04
        0.350000E+00        0.400000E+00        0.319585E-01       -0.131467E-04
        0.350000E+00        0.450000E+00        0.348319E-01       -0.139052E-04
        0.350000E+00        0.500000E+00        0.374556E-01       -0.143513E-04
        0.350000E+00        0.550000E+00        0.398295E-01       -0.145253E-04
        0.350000E+00        0.600000E+00        0.419537E-01       -0.144648E-04
        0.350000E+00        0.650000E+00        0.438279E-01       -0.142019E-04
